Cliente,Dirección,Latitud,Longitud,Teléfono de contacto,Correo electrónico de contacto,Mes,Fecha
Cliente 25084,"Av. Corrientes 1234, CABA",-34.455846,-58.671616,1160025084,cte25084@duff.com.ar,July 2025,2025-07-09
Cliente 25085,"Calle 12 y 44, La Plata",-34.554007,-58.42753,1160025085,cte25085@duff.com.ar,July 2025,2025-07-09
Cliente 25086,"Belgrano 500, Morón",-34.525781,-58.70529,1160025086,cte25086@duff.com.ar,July 2025,2025-07-09
Cliente 25087,"Belgrano 500, Morón",-34.407719,-58.679043,1160025087,cte25087@duff.com.ar,July 2025,2025-07-09
Cliente 25088,"Av. Maipú 300, Vicente López",-34.569961,-58.606647,1160025088,cte25088@duff.com.ar,July 2025,2025-07-09
Cliente 25089,"Belgrano 500, Morón",-34.580873,-58.687753,1160025089,cte25089@duff.com.ar,July 2025,2025-07-09
Cliente 25090,"Av. Hipólito Yrigoyen 16000, Lomas",-34.430711,-58.681397,1160025090,cte25090@duff.com.ar,July 2025,2025-07-09
Cliente 25091,"Av. Rivadavia 1000, CABA",-34.577715,-58.398017,1160025091,cte25091@duff.com.ar,July 2025,2025-07-09
Cliente 25092,"Av. Santa Fe 2300, Palermo",-34.511241,-58.687135,1160025092,cte25092@duff.com.ar,July 2025,2025-07-09
Cliente 25093,"Belgrano 500, Morón",-34.483697,-58.733398,1160025093,cte25093@duff.com.ar,July 2025,2025-07-09
Cliente 25094,"Av. Rivadavia 1000, CABA",-34.514523,-58.513874,1160025094,cte25094@duff.com.ar,July 2025,2025-07-09
Cliente 25095,"Ruta 8 Km 30, San Miguel",-34.408576,-58.619414,1160025095,cte25095@duff.com.ar,July 2025,2025-07-09
Cliente 25096,"Av. Santa Fe 2300, Palermo",-34.44699,-58.69692,1160025096,cte25096@duff.com.ar,July 2025,2025-07-09
Cliente 25097,"Av. Mitre 200, Quilmes",-34.513284,-58.660746,1160025097,cte25097@duff.com.ar,July 2025,2025-07-09
Cliente 25098,"Calle 12 y 44, La Plata",-34.501506,-58.583107,1160025098,cte25098@duff.com.ar,July 2025,2025-07-09
Cliente 25099,"Calle 12 y 44, La Plata",-34.404043,-58.383001,1160025099,cte25099@duff.com.ar,July 2025,2025-07-09
Cliente 25100,"Av. Santa Fe 2300, Palermo",-34.483559,-58.679396,1160025100,cte25100@duff.com.ar,July 2025,2025-07-09
Cliente 25101,"Av. Mitre 200, Quilmes",-34.488609,-58.433167,1160025101,cte25101@duff.com.ar,July 2025,2025-07-09
Cliente 25102,"Av. Maipú 300, Vicente López",-34.592395,-58.576388,1160025102,cte25102@duff.com.ar,July 2025,2025-07-09
Cliente 25103,"Av. Santa Fe 2300, Palermo",-34.591471,-58.652417,1160025103,cte25103@duff.com.ar,July 2025,2025-07-09
Cliente 25104,"San Martín 800, Lanús",-34.581577,-58.365769,1160025104,cte25104@duff.com.ar,July 2025,2025-07-09
Cliente 25105,"Calle 12 y 44, La Plata",-34.566234,-58.689958,1160025105,cte25105@duff.com.ar,July 2025,2025-07-09
Cliente 25106,"Av. Santa Fe 2300, Palermo",-34.405589,-58.543613,1160025106,cte25106@duff.com.ar,July 2025,2025-07-09
Cliente 25107,"Av. Libertador 15000, San Isidro",-34.448403,-58.619074,1160025107,cte25107@duff.com.ar,July 2025,2025-07-09
Cliente 25108,"Belgrano 500, Morón",-34.493428,-58.747259,1160025108,cte25108@duff.com.ar,July 2025,2025-07-09
Cliente 25109,"Belgrano 500, Morón",-34.518236,-58.527964,1160025109,cte25109@duff.com.ar,July 2025,2025-07-09
Cliente 25110,"Belgrano 500, Morón",-34.497118,-58.587672,1160025110,cte25110@duff.com.ar,July 2025,2025-07-09
Cliente 25111,"Calle 12 y 44, La Plata",-34.442418,-58.549344,1160025111,cte25111@duff.com.ar,July 2025,2025-07-09
Cliente 25112,"San Martín 800, Lanús",-34.472776,-58.676152,1160025112,cte25112@duff.com.ar,July 2025,2025-07-09
Cliente 25113,"Calle 12 y 44, La Plata",-34.4277,-58.604866,1160025113,cte25113@duff.com.ar,July 2025,2025-07-09
Cliente 25114,"Belgrano 500, Morón",-34.503579,-58.609122,1160025114,cte25114@duff.com.ar,July 2025,2025-07-09
Cliente 25115,"Av. Hipólito Yrigoyen 16000, Lomas",-34.421619,-58.389704,1160025115,cte25115@duff.com.ar,July 2025,2025-07-09
Cliente 25116,"Av. Rivadavia 1000, CABA",-34.555143,-58.448914,1160025116,cte25116@duff.com.ar,July 2025,2025-07-09
Cliente 25117,"Av. Santa Fe 2300, Palermo",-34.579423,-58.73806,1160025117,cte25117@duff.com.ar,July 2025,2025-07-09
Cliente 25118,"Av. Mitre 200, Quilmes",-34.432683,-58.697529,1160025118,cte25118@duff.com.ar,July 2025,2025-07-09
Cliente 25119,"Av. Santa Fe 2300, Palermo",-34.569043,-58.507365,1160025119,cte25119@duff.com.ar,July 2025,2025-07-09
Cliente 25120,"Calle 12 y 44, La Plata",-34.436646,-58.67416,1160025120,cte25120@duff.com.ar,July 2025,2025-07-09
Cliente 25121,"Av. Santa Fe 2300, Palermo",-34.577162,-58.719071,1160025121,cte25121@duff.com.ar,July 2025,2025-07-09
Cliente 25122,"Av. Santa Fe 2300, Palermo",-34.595031,-58.703408,1160025122,cte25122@duff.com.ar,July 2025,2025-07-09
Cliente 25123,"Av. Santa Fe 2300, Palermo",-34.411462,-58.711887,1160025123,cte25123@duff.com.ar,July 2025,2025-07-09
Cliente 25124,"Av. Calchaquí 2300, Quilmes",-34.480488,-58.381613,1160025124,cte25124@duff.com.ar,July 2025,2025-07-09
Cliente 25125,"Belgrano 500, Morón",-34.474436,-58.736902,1160025125,cte25125@duff.com.ar,July 2025,2025-07-09
Cliente 25126,"Av. Corrientes 1234, CABA",-34.480717,-58.388774,1160025126,cte25126@duff.com.ar,July 2025,2025-07-09
Cliente 25127,"Av. Hipólito Yrigoyen 16000, Lomas",-34.535488,-58.624549,1160025127,cte25127@duff.com.ar,July 2025,2025-07-09
Cliente 25128,"Av. Santa Fe 2300, Palermo",-34.550227,-58.547782,1160025128,cte25128@duff.com.ar,July 2025,2025-07-09
Cliente 25129,"Av. Calchaquí 2300, Quilmes",-34.552411,-58.460484,1160025129,cte25129@duff.com.ar,July 2025,2025-07-09
Cliente 25130,"Av. Calchaquí 2300, Quilmes",-34.471028,-58.589691,1160025130,cte25130@duff.com.ar,July 2025,2025-07-09
Cliente 25131,"Av. Calchaquí 2300, Quilmes",-34.455489,-58.710601,1160025131,cte25131@duff.com.ar,July 2025,2025-07-09
Cliente 25132,"Av. Hipólito Yrigoyen 16000, Lomas",-34.450094,-58.508837,1160025132,cte25132@duff.com.ar,July 2025,2025-07-09
Cliente 25133,"Belgrano 500, Morón",-34.473983,-58.724135,1160025133,cte25133@duff.com.ar,July 2025,2025-07-09
Cliente 25134,"Av. Corrientes 1234, CABA",-34.476373,-58.552351,1160025134,cte25134@duff.com.ar,July 2025,2025-07-09
Cliente 25135,"Ruta 8 Km 30, San Miguel",-34.502827,-58.621259,1160025135,cte25135@duff.com.ar,July 2025,2025-07-09
Cliente 25136,"Av. Rivadavia 1000, CABA",-34.598477,-58.580945,1160025136,cte25136@duff.com.ar,July 2025,2025-07-09
Cliente 25137,"Ruta 8 Km 30, San Miguel",-34.519817,-58.580878,1160025137,cte25137@duff.com.ar,July 2025,2025-07-09
Cliente 25138,"Belgrano 500, Morón",-34.477601,-58.630038,1160025138,cte25138@duff.com.ar,July 2025,2025-07-09
Cliente 25139,"Calle 12 y 44, La Plata",-34.546123,-58.550887,1160025139,cte25139@duff.com.ar,July 2025,2025-07-09
Cliente 25140,"San Martín 800, Lanús",-34.481536,-58.523069,1160025140,cte25140@duff.com.ar,July 2025,2025-07-09
Cliente 25141,"Ruta 8 Km 30, San Miguel",-34.423672,-58.442342,1160025141,cte25141@duff.com.ar,July 2025,2025-07-09
Cliente 25142,"Av. Hipólito Yrigoyen 16000, Lomas",-34.589562,-58.52461,1160025142,cte25142@duff.com.ar,July 2025,2025-07-09
Cliente 25143,"Av. Corrientes 1234, CABA",-34.516437,-58.605579,1160025143,cte25143@duff.com.ar,July 2025,2025-07-09
Cliente 25144,"Belgrano 500, Morón",-34.408421,-58.567282,1160025144,cte25144@duff.com.ar,July 2025,2025-07-09
Cliente 25145,"Av. Hipólito Yrigoyen 16000, Lomas",-34.456113,-58.363165,1160025145,cte25145@duff.com.ar,July 2025,2025-07-09
Cliente 25146,"Calle 12 y 44, La Plata",-34.5698,-58.728153,1160025146,cte25146@duff.com.ar,July 2025,2025-07-09
Cliente 25147,"Av. Rivadavia 1000, CABA",-34.537276,-58.732222,1160025147,cte25147@duff.com.ar,July 2025,2025-07-09
Cliente 25148,"Av. Libertador 15000, San Isidro",-34.576647,-58.353316,1160025148,cte25148@duff.com.ar,July 2025,2025-07-09
Cliente 25149,"Belgrano 500, Morón",-34.407964,-58.473483,1160025149,cte25149@duff.com.ar,July 2025,2025-07-09
Cliente 25150,"Av. Mitre 200, Quilmes",-34.449403,-58.693803,1160025150,cte25150@duff.com.ar,July 2025,2025-07-09
Cliente 25151,"San Martín 800, Lanús",-34.480953,-58.688235,1160025151,cte25151@duff.com.ar,July 2025,2025-07-09
Cliente 25152,"Av. Rivadavia 1000, CABA",-34.524323,-58.611862,1160025152,cte25152@duff.com.ar,July 2025,2025-07-09
Cliente 25153,"Av. Corrientes 1234, CABA",-34.477208,-58.718123,1160025153,cte25153@duff.com.ar,July 2025,2025-07-09
Cliente 25154,"San Martín 800, Lanús",-34.579308,-58.506027,1160025154,cte25154@duff.com.ar,July 2025,2025-07-09
Cliente 25155,"Calle 12 y 44, La Plata",-34.472776,-58.614047,1160025155,cte25155@duff.com.ar,July 2025,2025-07-09
Cliente 25156,"Av. Libertador 15000, San Isidro",-34.570626,-58.395568,1160025156,cte25156@duff.com.ar,July 2025,2025-07-09
Cliente 25157,"Ruta 8 Km 30, San Miguel",-34.58941,-58.46305,1160025157,cte25157@duff.com.ar,July 2025,2025-07-09
Cliente 25158,"Av. Hipólito Yrigoyen 16000, Lomas",-34.571991,-58.49505,1160025158,cte25158@duff.com.ar,July 2025,2025-07-09
Cliente 25159,"Av. Calchaquí 2300, Quilmes",-34.467269,-58.428296,1160025159,cte25159@duff.com.ar,July 2025,2025-07-09
Cliente 25160,"Av. Santa Fe 2300, Palermo",-34.520995,-58.741281,1160025160,cte25160@duff.com.ar,July 2025,2025-07-09
Cliente 25161,"Belgrano 500, Morón",-34.43779,-58.572373,1160025161,cte25161@duff.com.ar,July 2025,2025-07-09
Cliente 25162,"Av. Santa Fe 2300, Palermo",-34.430582,-58.439606,1160025162,cte25162@duff.com.ar,July 2025,2025-07-09
Cliente 25163,"San Martín 800, Lanús",-34.500339,-58.35024,1160025163,cte25163@duff.com.ar,July 2025,2025-07-09
Cliente 25164,"Calle 12 y 44, La Plata",-34.507585,-58.471398,1160025164,cte25164@duff.com.ar,July 2025,2025-07-09
Cliente 25165,"Av. Rivadavia 1000, CABA",-34.466039,-58.542773,1160025165,cte25165@duff.com.ar,July 2025,2025-07-09
Cliente 25166,"Av. Maipú 300, Vicente López",-34.48293,-58.430556,1160025166,cte25166@duff.com.ar,July 2025,2025-07-09
Cliente 25167,"Av. Corrientes 1234, CABA",-34.485677,-58.569941,1160025167,cte25167@duff.com.ar,July 2025,2025-07-09
Cliente 25168,"Av. Santa Fe 2300, Palermo",-34.467584,-58.735796,1160025168,cte25168@duff.com.ar,July 2025,2025-07-09
Cliente 25169,"Av. Rivadavia 1000, CABA",-34.578161,-58.699829,1160025169,cte25169@duff.com.ar,July 2025,2025-07-09
Cliente 25170,"Belgrano 500, Morón",-34.514846,-58.40129,1160025170,cte25170@duff.com.ar,July 2025,2025-07-09
Cliente 25171,"Ruta 8 Km 30, San Miguel",-34.471341,-58.360953,1160025171,cte25171@duff.com.ar,July 2025,2025-07-09
Cliente 25172,"San Martín 800, Lanús",-34.592012,-58.461197,1160025172,cte25172@duff.com.ar,July 2025,2025-07-09
Cliente 25173,"Av. Corrientes 1234, CABA",-34.53716,-58.740686,1160025173,cte25173@duff.com.ar,July 2025,2025-07-09
Cliente 25174,"Av. Hipólito Yrigoyen 16000, Lomas",-34.434815,-58.684923,1160025174,cte25174@duff.com.ar,July 2025,2025-07-09
Cliente 25175,"Ruta 8 Km 30, San Miguel",-34.557185,-58.613814,1160025175,cte25175@duff.com.ar,July 2025,2025-07-09
Cliente 25176,"Ruta 8 Km 30, San Miguel",-34.442329,-58.500164,1160025176,cte25176@duff.com.ar,July 2025,2025-07-09
Cliente 25177,"Av. Santa Fe 2300, Palermo",-34.547028,-58.682604,1160025177,cte25177@duff.com.ar,July 2025,2025-07-09
Cliente 25178,"Ruta 8 Km 30, San Miguel",-34.57809,-58.690073,1160025178,cte25178@duff.com.ar,July 2025,2025-07-09
Cliente 25179,"Av. Corrientes 1234, CABA",-34.426371,-58.380927,1160025179,cte25179@duff.com.ar,July 2025,2025-07-09
Cliente 25180,"Av. Hipólito Yrigoyen 16000, Lomas",-34.406408,-58.416107,1160025180,cte25180@duff.com.ar,July 2025,2025-07-09
Cliente 25181,"Av. Hipólito Yrigoyen 16000, Lomas",-34.422522,-58.423559,1160025181,cte25181@duff.com.ar,July 2025,2025-07-09
Cliente 25182,"Av. Hipólito Yrigoyen 16000, Lomas",-34.408389,-58.41174,1160025182,cte25182@duff.com.ar,July 2025,2025-07-09
Cliente 25183,"Av. Maipú 300, Vicente López",-34.507599,-58.620698,1160025183,cte25183@duff.com.ar,July 2025,2025-07-09
Cliente 25184,"Av. Libertador 15000, San Isidro",-34.483158,-58.506727,1160025184,cte25184@duff.com.ar,July 2025,2025-07-09
Cliente 25185,"Av. Corrientes 1234, CABA",-34.485017,-58.467309,1160025185,cte25185@duff.com.ar,July 2025,2025-07-09
Cliente 25186,"Av. Calchaquí 2300, Quilmes",-34.460205,-58.715122,1160025186,cte25186@duff.com.ar,July 2025,2025-07-09
Cliente 25187,"Av. Libertador 15000, San Isidro",-34.542896,-58.394056,1160025187,cte25187@duff.com.ar,July 2025,2025-07-09
Cliente 25188,"San Martín 800, Lanús",-34.481993,-58.61859,1160025188,cte25188@duff.com.ar,July 2025,2025-07-09
Cliente 25189,"Av. Hipólito Yrigoyen 16000, Lomas",-34.429908,-58.650383,1160025189,cte25189@duff.com.ar,July 2025,2025-07-09
Cliente 25190,"Av. Maipú 300, Vicente López",-34.51816,-58.639498,1160025190,cte25190@duff.com.ar,July 2025,2025-07-09
Cliente 25191,"Calle 12 y 44, La Plata",-34.42573,-58.458685,1160025191,cte25191@duff.com.ar,July 2025,2025-07-09
Cliente 25192,"Belgrano 500, Morón",-34.507955,-58.37708,1160025192,cte25192@duff.com.ar,July 2025,2025-07-09
Cliente 25193,"San Martín 800, Lanús",-34.414511,-58.46539,1160025193,cte25193@duff.com.ar,July 2025,2025-07-09
Cliente 25194,"Av. Corrientes 1234, CABA",-34.421601,-58.462243,1160025194,cte25194@duff.com.ar,July 2025,2025-07-09
Cliente 25195,"Av. Corrientes 1234, CABA",-34.474358,-58.581687,1160025195,cte25195@duff.com.ar,July 2025,2025-07-09
Cliente 25196,"Av. Santa Fe 2300, Palermo",-34.545306,-58.725897,1160025196,cte25196@duff.com.ar,July 2025,2025-07-09
Cliente 25197,"Av. Calchaquí 2300, Quilmes",-34.439826,-58.701135,1160025197,cte25197@duff.com.ar,July 2025,2025-07-09
Cliente 25198,"Av. Calchaquí 2300, Quilmes",-34.51793,-58.656146,1160025198,cte25198@duff.com.ar,July 2025,2025-07-09
Cliente 25199,"Av. Santa Fe 2300, Palermo",-34.509075,-58.624006,1160025199,cte25199@duff.com.ar,July 2025,2025-07-09
Cliente 25200,"San Martín 800, Lanús",-34.434061,-58.358729,1160025200,cte25200@duff.com.ar,July 2025,2025-07-09
Cliente 25201,"Av. Maipú 300, Vicente López",-34.411689,-58.501052,1160025201,cte25201@duff.com.ar,July 2025,2025-07-09
Cliente 25202,"Av. Corrientes 1234, CABA",-34.404145,-58.589711,1160025202,cte25202@duff.com.ar,July 2025,2025-07-09
Cliente 25203,"Belgrano 500, Morón",-34.495503,-58.64726,1160025203,cte25203@duff.com.ar,July 2025,2025-07-09
Cliente 25204,"Av. Libertador 15000, San Isidro",-34.420403,-58.678116,1160025204,cte25204@duff.com.ar,July 2025,2025-07-09
Cliente 25205,"Belgrano 500, Morón",-34.477903,-58.430218,1160025205,cte25205@duff.com.ar,July 2025,2025-07-09
Cliente 25206,"Calle 12 y 44, La Plata",-34.48092,-58.71849,1160025206,cte25206@duff.com.ar,July 2025,2025-07-09
Cliente 25207,"San Martín 800, Lanús",-34.477711,-58.443168,1160025207,cte25207@duff.com.ar,July 2025,2025-07-09
Cliente 25208,"Calle 12 y 44, La Plata",-34.562434,-58.455219,1160025208,cte25208@duff.com.ar,July 2025,2025-07-09
Cliente 25209,"Av. Maipú 300, Vicente López",-34.424284,-58.355417,1160025209,cte25209@duff.com.ar,July 2025,2025-07-09
Cliente 25210,"San Martín 800, Lanús",-34.517988,-58.739935,1160025210,cte25210@duff.com.ar,July 2025,2025-07-09
Cliente 25211,"San Martín 800, Lanús",-34.516184,-58.485909,1160025211,cte25211@duff.com.ar,July 2025,2025-07-09
Cliente 25212,"San Martín 800, Lanús",-34.421727,-58.374758,1160025212,cte25212@duff.com.ar,July 2025,2025-07-09
Cliente 25213,"Belgrano 500, Morón",-34.418085,-58.486816,1160025213,cte25213@duff.com.ar,July 2025,2025-07-09
Cliente 25214,"Av. Hipólito Yrigoyen 16000, Lomas",-34.463495,-58.749046,1160025214,cte25214@duff.com.ar,July 2025,2025-07-09
Cliente 25215,"Ruta 8 Km 30, San Miguel",-34.527254,-58.387258,1160025215,cte25215@duff.com.ar,July 2025,2025-07-09
Cliente 25216,"Av. Santa Fe 2300, Palermo",-34.462076,-58.562832,1160025216,cte25216@duff.com.ar,July 2025,2025-07-09
Cliente 25217,"Belgrano 500, Morón",-34.57915,-58.651473,1160025217,cte25217@duff.com.ar,July 2025,2025-07-09
Cliente 25218,"Av. Corrientes 1234, CABA",-34.489015,-58.390999,1160025218,cte25218@duff.com.ar,July 2025,2025-07-09
Cliente 25219,"Av. Hipólito Yrigoyen 16000, Lomas",-34.580838,-58.688498,1160025219,cte25219@duff.com.ar,July 2025,2025-07-09
Cliente 25220,"Av. Rivadavia 1000, CABA",-34.468999,-58.63234,1160025220,cte25220@duff.com.ar,July 2025,2025-07-09
Cliente 25221,"Av. Libertador 15000, San Isidro",-34.566059,-58.678626,1160025221,cte25221@duff.com.ar,July 2025,2025-07-09
Cliente 25222,"Av. Maipú 300, Vicente López",-34.501477,-58.516502,1160025222,cte25222@duff.com.ar,July 2025,2025-07-09
Cliente 25223,"Av. Libertador 15000, San Isidro",-34.41913,-58.538073,1160025223,cte25223@duff.com.ar,July 2025,2025-07-09
Cliente 25224,"Av. Libertador 15000, San Isidro",-34.461745,-58.677726,1160025224,cte25224@duff.com.ar,July 2025,2025-07-09
Cliente 25225,"Ruta 8 Km 30, San Miguel",-34.457308,-58.490523,1160025225,cte25225@duff.com.ar,July 2025,2025-07-09
Cliente 25226,"Av. Maipú 300, Vicente López",-34.556764,-58.482249,1160025226,cte25226@duff.com.ar,July 2025,2025-07-09
Cliente 25227,"San Martín 800, Lanús",-34.557702,-58.512569,1160025227,cte25227@duff.com.ar,July 2025,2025-07-09
Cliente 25228,"Av. Corrientes 1234, CABA",-34.46623,-58.47266,1160025228,cte25228@duff.com.ar,July 2025,2025-07-09
Cliente 25229,"Av. Santa Fe 2300, Palermo",-34.418147,-58.370865,1160025229,cte25229@duff.com.ar,July 2025,2025-07-09
Cliente 25230,"Ruta 8 Km 30, San Miguel",-34.43796,-58.398501,1160025230,cte25230@duff.com.ar,July 2025,2025-07-09
Cliente 25231,"Av. Calchaquí 2300, Quilmes",-34.596134,-58.604933,1160025231,cte25231@duff.com.ar,July 2025,2025-07-09
Cliente 25232,"Av. Maipú 300, Vicente López",-34.592056,-58.660062,1160025232,cte25232@duff.com.ar,July 2025,2025-07-09
Cliente 25233,"Ruta 8 Km 30, San Miguel",-34.523655,-58.40297,1160025233,cte25233@duff.com.ar,July 2025,2025-07-09
Cliente 25234,"Av. Hipólito Yrigoyen 16000, Lomas",-34.497649,-58.490456,1160025234,cte25234@duff.com.ar,July 2025,2025-07-09
Cliente 25235,"Av. Rivadavia 1000, CABA",-34.527437,-58.508834,1160025235,cte25235@duff.com.ar,July 2025,2025-07-09
Cliente 25236,"Ruta 8 Km 30, San Miguel",-34.436893,-58.629503,1160025236,cte25236@duff.com.ar,July 2025,2025-07-09
Cliente 25237,"Calle 12 y 44, La Plata",-34.413549,-58.664675,1160025237,cte25237@duff.com.ar,July 2025,2025-07-09
Cliente 25238,"Av. Santa Fe 2300, Palermo",-34.41614,-58.738681,1160025238,cte25238@duff.com.ar,July 2025,2025-07-09
Cliente 25239,"San Martín 800, Lanús",-34.49145,-58.355931,1160025239,cte25239@duff.com.ar,July 2025,2025-07-09
Cliente 25240,"Av. Rivadavia 1000, CABA",-34.478044,-58.528055,1160025240,cte25240@duff.com.ar,July 2025,2025-07-09
Cliente 25241,"Belgrano 500, Morón",-34.463506,-58.634279,1160025241,cte25241@duff.com.ar,July 2025,2025-07-09
Cliente 25242,"San Martín 800, Lanús",-34.589217,-58.649574,1160025242,cte25242@duff.com.ar,July 2025,2025-07-09
Cliente 25243,"San Martín 800, Lanús",-34.564751,-58.380572,1160025243,cte25243@duff.com.ar,July 2025,2025-07-09
Cliente 25244,"Ruta 8 Km 30, San Miguel",-34.429548,-58.622914,1160025244,cte25244@duff.com.ar,July 2025,2025-07-09
Cliente 25245,"Av. Hipólito Yrigoyen 16000, Lomas",-34.432786,-58.665299,1160025245,cte25245@duff.com.ar,July 2025,2025-07-09
Cliente 25246,"Av. Rivadavia 1000, CABA",-34.560084,-58.442986,1160025246,cte25246@duff.com.ar,July 2025,2025-07-09
Cliente 25247,"Av. Libertador 15000, San Isidro",-34.534614,-58.724083,1160025247,cte25247@duff.com.ar,July 2025,2025-07-09
Cliente 25248,"Belgrano 500, Morón",-34.456003,-58.354159,1160025248,cte25248@duff.com.ar,July 2025,2025-07-09
Cliente 25249,"Av. Rivadavia 1000, CABA",-34.486804,-58.644533,1160025249,cte25249@duff.com.ar,July 2025,2025-07-09
Cliente 25250,"Av. Libertador 15000, San Isidro",-34.525419,-58.49054,1160025250,cte25250@duff.com.ar,July 2025,2025-07-09
Cliente 25251,"Av. Rivadavia 1000, CABA",-34.459724,-58.395467,1160025251,cte25251@duff.com.ar,July 2025,2025-07-09
Cliente 25252,"Av. Corrientes 1234, CABA",-34.418233,-58.405489,1160025252,cte25252@duff.com.ar,July 2025,2025-07-09
Cliente 25253,"Av. Calchaquí 2300, Quilmes",-34.470302,-58.570059,1160025253,cte25253@duff.com.ar,July 2025,2025-07-09
Cliente 25254,"Calle 12 y 44, La Plata",-34.464139,-58.483374,1160025254,cte25254@duff.com.ar,July 2025,2025-07-09
Cliente 25255,"Av. Mitre 200, Quilmes",-34.556403,-58.546979,1160025255,cte25255@duff.com.ar,July 2025,2025-07-09
Cliente 25256,"Av. Libertador 15000, San Isidro",-34.558357,-58.39035,1160025256,cte25256@duff.com.ar,July 2025,2025-07-09
Cliente 25257,"Ruta 8 Km 30, San Miguel",-34.53535,-58.42783,1160025257,cte25257@duff.com.ar,July 2025,2025-07-09
Cliente 25258,"Calle 12 y 44, La Plata",-34.524555,-58.444506,1160025258,cte25258@duff.com.ar,July 2025,2025-07-09
Cliente 25259,"Av. Maipú 300, Vicente López",-34.555818,-58.444503,1160025259,cte25259@duff.com.ar,July 2025,2025-07-09
Cliente 25260,"Av. Rivadavia 1000, CABA",-34.564094,-58.553673,1160025260,cte25260@duff.com.ar,July 2025,2025-07-09
