Cliente,Dirección,Latitud,Longitud,Teléfono,Correo electrónico,Fecha,Mes,Cantidad_entregas
10631,Avenida Juan B. Justo 8853,-34.708257,-58.315515,+34 711 731 928,albino62@huertas.com,2025-10-21,10,1
10632,Avenida Cabildo 8899,-34.753726,-58.356532,+34 663 148 626,molive@goni.es,2025-07-28,7,1
10635,Avenida Rivadavia 7065,-34.745457,-58.497609,+34724922595,aramburuernesto@yahoo.com,2025-08-12,8,1
10639,Avenida del Libertador 5983,-34.751763,-58.413946,+34733724908,navarrojordana@gmail.com,2025-08-16,8,1
10645,Avenida Corrientes 6931,-34.633925,-58.597028,+34743 93 76 59,camilabarcelo@yahoo.com,2025-06-23,6,1
10645,Calle Rivera Indarte 3116,-34.827195,-58.541493,+34744752953,javieraposada@muniz.es,2025-09-20,9,1
10653,Calle Emilio Castro 5251,-34.822567,-58.525081,+34 739 74 63 83,regina87@yahoo.com,2025-10-08,10,1
10670,Avenida Gaona 7253,-34.817126,-58.526105,+34637 981 210,zaira54@hotmail.com,2025-09-05,9,1
10670,Avenida San Martín 461,-34.664735,-58.458206,+34724861093,utamarit@hotmail.com,2025-08-23,8,1
10673,Calle Emilio Castro 2789,-34.895398,-58.376397,+34716 91 85 67,teresa07@arenas.net,2025-08-06,8,1
10676,Avenida del Libertador 2625,-34.737726,-58.57114,+34611 76 43 53,catalina75@oliver-reguera.com,2025-06-05,6,1
10677,Calle Rivera Indarte 4948,-34.684688,-58.321853,+34 709 949 890,quintanillageronimo@hotmail.com,2025-10-13,10,1
10681,Avenida Cabildo 7734,-34.739703,-58.560891,+34732 643 499,ucastells@gmail.com,2025-05-26,5,1
10686,Calle Yrigoyen 5369,-34.764515,-58.582324,+34742 26 12 47,sserna@giron.es,2025-07-15,7,1
10687,Avenida del Libertador 4590,-34.625682,-58.349418,+34 725 81 05 37,ruben44@gmail.com,2025-08-01,8,1
10687,Calle Emilio Castro 7793,-34.800952,-58.36222,+34 733909380,tenamoreno@hotmail.com,2025-10-17,10,1
10694,Calle Yrigoyen 8811,-34.669772,-58.357888,+34 701595784,tenaambrosio@yahoo.com,2025-09-06,9,1
10695,Avenida Cabildo 1005,-34.712255,-58.573831,+34 722 113 693,isa27@ferrando-martin.com,2025-06-26,6,1
10701,Avenida Corrientes 7355,-34.832541,-58.323585,+34933 388 700,fbalaguer@carmona.es,2025-07-01,7,1
10704,Avenida Rivadavia 6769,-34.744606,-58.35725,+34805631937,norberto56@ruiz.es,2025-10-18,10,1
10705,Calle Rivera Indarte 7527,-34.740225,-58.510081,+34 921069437,urbanoazorin@yahoo.com,2025-05-14,5,1
10711,Calle Lavalle 7247,-34.883833,-58.535037,+34722 92 66 73,sandaliojove@perello.net,2025-08-27,8,1
10711,Calle Segurola 1695,-34.677877,-58.333722,+34 722 047 176,francoismael@hotmail.com,2025-10-28,10,1
10714,Avenida Corrientes 5577,-34.814638,-58.512055,+34 885325813,eva01@gmail.com,2025-06-26,6,1
10718,Calle Rivera Indarte 9259,-34.659238,-58.596074,+34 656165834,salome00@saura.es,2025-06-18,6,1
10724,Calle Lavalle 6116,-34.877503,-58.312128,+34949640002,heriberto89@yahoo.com,2025-05-19,5,1
10728,Avenida Santa Fe 9575,-34.756647,-58.317975,+34732 47 65 01,aroa54@casares-corbacho.es,2025-09-25,9,1
10728,Calle 25 de Mayo 9751,-34.735081,-58.583069,+34964 19 44 39,mireiagiralt@gmail.com,2025-06-07,6,1
10733,Calle Lavalle 8907,-34.641147,-58.435358,+34 730119874,morcilloisabel@ribes.com,2025-06-19,6,1
10735,Calle Rivera Indarte 9186,-34.708525,-58.410894,+34 707 03 38 84,esperanzainfante@nino.com,2025-10-13,10,1
10741,Calle Emilio Castro 3393,-34.896782,-58.56244,+34678 06 54 11,panchoespada@jove.com,2025-09-29,9,1
10742,Avenida Cabildo 2962,-34.629635,-58.358848,+34949 983 507,nmarmol@paniagua.com,2025-09-11,9,1
10743,Calle Lavalle 9320,-34.664209,-58.320919,+34 601 40 65 00,tsaez@ferran-salva.net,2025-05-15,5,1
10745,Avenida Cabildo 3290,-34.701885,-58.482677,+34 713 38 15 65,malena08@gmail.com,2025-10-07,10,1
10745,Avenida Rivadavia 3510,-34.707711,-58.374494,+34719 202 500,camposnazaret@borrego-galan.net,2025-05-27,5,1
10748,Calle Lavalle 8358,-34.736927,-58.384511,+34 727101885,marino69@gmail.com,2025-07-18,7,1
10749,Calle Belgrano 1286,-34.752554,-58.530638,+34738 113 465,segarraeladio@montesinos.com,2025-10-02,10,1
10751,Avenida Juan B. Justo 6660,-34.702045,-58.405124,+34 721915640,hjulian@ferran.com,2025-09-22,9,1
10753,Avenida Cabildo 8289,-34.699745,-58.560447,+34738565228,pacoarellano@gmail.com,2025-07-12,7,1
10753,Avenida Gaona 8823,-34.827866,-58.410436,+34956 633 177,remigio52@gmail.com,2025-05-29,5,1
10754,Calle Rivera Indarte 8148,-34.695816,-58.334572,+34878449478,eligiaporras@cortes.com,2025-09-11,9,1
10757,Calle Emilio Castro 8178,-34.895439,-58.559157,+34731314514,lorenaporcel@gmail.com,2025-06-25,6,1
10760,Calle Yrigoyen 3535,-34.654597,-58.576247,+34749 88 15 57,daguirre@carballo-losada.es,2025-08-13,8,1
10762,Avenida Juan B. Justo 8386,-34.793728,-58.509346,+34736 351 287,msalas@suarez.es,2025-09-30,9,1
10762,Calle Emilio Castro 3509,-34.629931,-58.533815,+34936 61 82 34,bienvenida31@yahoo.com,2025-10-15,10,1
10766,Calle 25 de Mayo 140,-34.709569,-58.559797,+34748674097,martiriocamps@hotmail.com,2025-08-14,8,1
10768,Calle Emilio Castro 3215,-34.813263,-58.356267,+34724 78 05 14,vilma43@daza.com,2025-10-23,10,1
10770,Calle Belgrano 5282,-34.806836,-58.457368,+34737 80 80 23,juan14@gomila-armas.es,2025-07-03,7,1
10770,Calle Emilio Castro 8304,-34.673945,-58.514725,+34 745 471 135,soraya51@yahoo.com,2025-10-08,10,1
10771,Avenida del Libertador 6020,-34.816697,-58.513221,+34 945 575 614,boadagracia@gmail.com,2025-10-27,10,1
10772,Calle Belgrano 7399,-34.603037,-58.318464,+34724 293 053,galvezadalberto@mayo.es,2025-06-17,6,1
10774,Calle Segurola 5581,-34.872271,-58.565797,+34 733 845 601,torrerolando@carro-barrera.es,2025-07-14,7,1
10775,Calle Emilio Castro 6541,-34.673441,-58.328754,+34 729 839 369,felixmurcia@gmail.com,2025-09-16,9,1
10782,Avenida Rivadavia 2572,-34.807004,-58.322642,+34 668 82 21 46,carlos14@costa.es,2025-09-10,9,1
10785,Calle Lavalle 9673,-34.728194,-58.492584,+34 709 009 452,meleromargarita@salas.com,2025-08-18,8,1
10788,Calle Segurola 1262,-34.727736,-58.345101,+34 618223995,leticiagibert@frias-blanca.es,2025-07-31,7,1
10791,Avenida Gaona 4312,-34.693602,-58.568264,+34857 78 79 43,tadeo96@hotmail.com,2025-06-25,6,1
10797,Calle Lavalle 3625,-34.604357,-58.378481,+34853 42 80 02,materuperto@yahoo.com,2025-09-01,9,1
10798,Avenida Directorio 574,-34.857176,-58.510436,+34740 58 86 56,epina@agustin.es,2025-07-31,7,1
10799,Avenida Juan B. Justo 7202,-34.786329,-58.486182,+34 734 456 337,sescribano@yahoo.com,2025-06-04,6,1
10805,Avenida Gaona 1088,-34.68841,-58.518536,+34 712 33 48 37,zacarias96@cueto.com,2025-10-01,10,1
10805,Avenida Rivadavia 397,-34.895588,-58.572703,+34715 60 47 67,xuriarte@ropero-vara.com,2025-10-22,10,1
10808,Calle Yrigoyen 2743,-34.665178,-58.539407,+34 972970278,cruz13@hotmail.com,2025-06-23,6,1
10815,Calle 25 de Mayo 784,-34.655803,-58.467306,+34 717 436 122,griselda54@gmail.com,2025-09-24,9,1
10816,Calle Rivera Indarte 3110,-34.770676,-58.531382,+34664333778,rosendafuentes@canizares-manjon.com,2025-05-30,5,1
10824,Avenida San Martín 1626,-34.713104,-58.340948,+34 701 25 22 19,aranzazu44@soto-rueda.com,2025-08-14,8,1
10825,Avenida Corrientes 1414,-34.727392,-58.577283,+34722 80 39 81,gustavoheras@rojas-aragones.com,2025-09-19,9,1
10829,Avenida Corrientes 3281,-34.727931,-58.336853,+34818 925 907,marquezhermenegildo@gmail.com,2025-06-16,6,1
10830,Avenida Corrientes 4835,-34.840222,-58.389417,+34 878 215 571,ramirezofelia@escudero-valles.net,2025-10-09,10,1
10832,Avenida Corrientes 287,-34.896965,-58.520085,+34 706 973 532,petronacruz@gmail.com,2025-05-30,5,1
10832,Avenida Directorio 6715,-34.730021,-58.455837,+34 700458981,caridad46@gmail.com,2025-06-11,6,1
10836,Avenida Directorio 720,-34.650784,-58.36299,+34 928 562 908,fabiosola@anton.es,2025-09-04,9,1
10841,Avenida Rivadavia 9360,-34.805148,-58.526871,+34 704 721 010,caminoxavier@chico-alsina.com,2025-06-13,6,1
10844,Avenida San Martín 5343,-34.603004,-58.326802,+34 705931576,jose-carlosmari@elias.es,2025-07-16,7,1
10846,Calle Segurola 6463,-34.879277,-58.54605,+34 983 39 83 24,becerraangel@torrens.org,2025-10-10,10,1
10853,Avenida San Martín 1440,-34.823177,-58.496544,+34971265936,xbenavent@luz.es,2025-09-25,9,1
10863,Calle Belgrano 8116,-34.691735,-58.398412,+34747 78 58 51,tcerda@yahoo.com,2025-09-13,9,1
10864,Calle Lavalle 3296,-34.881895,-58.514185,+34719 65 68 56,ainara92@mercader-perez.com,2025-06-02,6,1
10867,Calle Yrigoyen 586,-34.718351,-58.472831,+34 942456259,fbarral@yahoo.com,2025-09-16,9,1
10869,Calle Segurola 276,-34.73734,-58.493845,+34711 180 183,salome84@hotmail.com,2025-10-17,10,1
10875,Avenida Corrientes 7402,-34.888811,-58.463039,+34711 01 93 10,ribesseverino@aragones-rios.es,2025-06-10,6,1
10875,Calle Emilio Castro 1629,-34.823419,-58.453653,+34885506528,gibertluna@hotmail.com,2025-06-23,6,1
10883,Avenida Santa Fe 6224,-34.642674,-58.453487,+34 650 018 421,qsamper@vicente.com,2025-08-20,8,1
10883,Calle Rivera Indarte 279,-34.687912,-58.309242,+34 728 09 57 02,venceslassoler@yahoo.com,2025-05-01,5,1
10885,Calle 25 de Mayo 3930,-34.778927,-58.584326,+34653 89 27 89,rosalindabru@gmail.com,2025-10-15,10,1
10888,Calle Belgrano 8957,-34.669667,-58.541831,+34886153338,escribanoisaura@vigil-giralt.es,2025-10-17,10,1
10890,Avenida Corrientes 2114,-34.819337,-58.45806,+34612 766 340,arrietabautista@moya.net,2025-10-16,10,1
10890,Calle Emilio Castro 3328,-34.880678,-58.587548,+34 720616698,valentinmolina@canovas.net,2025-06-13,6,1
10893,Avenida Corrientes 3122,-34.646832,-58.515948,+34 718 97 56 88,abaddebora@diaz-cid.es,2025-10-29,10,1
10894,Calle Belgrano 2850,-34.7974,-58.552167,+34 983 539 143,dfabra@calvo.es,2025-06-06,6,1
10899,Avenida San Martín 6228,-34.715069,-58.451435,+34 742536961,lcid@amoros-isern.es,2025-07-29,7,1
10902,Calle Belgrano 2433,-34.724719,-58.325874,+34 737 88 50 83,narvaezleticia@laguna.com,2025-08-15,8,1
10902,Calle Belgrano 8667,-34.765881,-58.427803,+34739236011,dcasanovas@fuster.org,2025-08-12,8,1
10907,Calle Segurola 4623,-34.801732,-58.497944,+34 716 430 175,nrey@sans.es,2025-07-09,7,1
10910,Calle Yrigoyen 4383,-34.856685,-58.446462,+34735 673 231,caminobibiana@yahoo.com,2025-08-16,8,1
10913,Avenida Rivadavia 6916,-34.61972,-58.409639,+34712262351,brunildalillo@yahoo.com,2025-10-23,10,1
10919,Avenida Santa Fe 5613,-34.784821,-58.467866,+34740214029,bblanes@boix.com,2025-07-22,7,1
10920,Avenida Gaona 7682,-34.781931,-58.502649,+34744 635 690,virginia23@palmer-sans.com,2025-05-13,5,1
10920,Calle Segurola 1135,-34.606975,-58.510041,+34748 11 70 81,asuncioncampillo@samper-canet.es,2025-06-06,6,1
10921,Calle 25 de Mayo 7357,-34.794836,-58.574013,+34720833542,rolando77@yahoo.com,2025-05-30,5,1
10923,Avenida Directorio 5698,-34.856452,-58.41454,+34 957439508,onofrearnau@davila.es,2025-08-30,8,1
10928,Avenida del Libertador 7960,-34.680751,-58.323908,+34721613691,jimenezanunciacion@hotmail.com,2025-06-23,6,1
10930,Avenida Rivadavia 6124,-34.71969,-58.535545,+34 685183789,rnogueira@blanco-ropero.org,2025-07-25,7,1
10932,Avenida del Libertador 3344,-34.761184,-58.561135,+34 718 36 31 78,ivansanmiguel@escamilla.com,2025-07-09,7,1
10943,Calle Belgrano 1837,-34.722047,-58.399621,+34 705 48 23 79,maximateu@guillen.es,2025-10-20,10,1
10948,Calle Yrigoyen 7211,-34.710758,-58.569374,+34737 80 93 19,fausto20@amat-lucas.es,2025-05-31,5,1
10949,Avenida Cabildo 3141,-34.75631,-58.570954,+34655 77 05 49,julieta81@perera.es,2025-08-15,8,1
10951,Avenida Gaona 8921,-34.634244,-58.384211,+34 731436576,vtorrecilla@hotmail.com,2025-07-10,7,1
10954,Avenida Rivadavia 2015,-34.886485,-58.5286,+34 713189876,augusto40@arias.es,2025-07-28,7,1
10964,Avenida Gaona 5378,-34.86917,-58.541713,+34974 919 015,teobaldoriba@hotmail.com,2025-05-08,5,1
10968,Avenida del Libertador 1379,-34.871075,-58.560953,+34848865154,srivera@yahoo.com,2025-06-11,6,1
10974,Avenida San Martín 3701,-34.842845,-58.390375,+34 859 95 07 64,clarainiguez@gmail.com,2025-08-15,8,1
10976,Calle Lavalle 9519,-34.623903,-58.348998,+34873 397 814,zairabarral@gmail.com,2025-05-13,5,1
10979,Calle Yrigoyen 6316,-34.683428,-58.438104,+34719 89 45 98,strujillo@yahoo.com,2025-08-30,8,1
10981,Calle Lavalle 1824,-34.734383,-58.415996,+34744123532,galatudela@miguel-guillen.com,2025-10-11,10,1
10983,Avenida Corrientes 2166,-34.635652,-58.333293,+34 710 62 12 96,palomazabaleta@roura.com,2025-10-13,10,1
10983,Calle Yrigoyen 3648,-34.681006,-58.345254,+34 731 447 384,fannydiaz@gascon-gilabert.com,2025-09-01,9,1
10985,Calle Emilio Castro 8386,-34.885129,-58.337779,+34 907 53 67 07,rpalma@hotmail.com,2025-09-06,9,1
10994,Avenida Gaona 7495,-34.630028,-58.431633,+34718 972 066,gastoncuevas@gmail.com,2025-10-20,10,1
10995,Calle Belgrano 7763,-34.717404,-58.589743,+34 836054257,canizaresjosefa@yahoo.com,2025-08-04,8,1
10998,Avenida Rivadavia 5213,-34.760397,-58.557111,+34 709 900 482,osvaldobernad@yahoo.com,2025-08-15,8,1
11011,Avenida Juan B. Justo 6661,-34.865551,-58.377513,+34 837 14 81 71,pascuala60@hotmail.com,2025-09-10,9,1
11012,Avenida Gaona 1678,-34.81219,-58.550523,+34 722620718,prequena@hotmail.com,2025-08-07,8,1
11016,Calle 25 de Mayo 8155,-34.688552,-58.490162,+34743367640,augusto88@ferrera.es,2025-05-20,5,1
11024,Avenida Juan B. Justo 2622,-34.847674,-58.467904,+34 732259361,cirobravo@torrijos-rosales.com,2025-10-09,10,1
11027,Avenida Juan B. Justo 3569,-34.869162,-58.375008,+34736109052,viviana80@carnero.org,2025-08-29,8,1
11039,Avenida Corrientes 5967,-34.724973,-58.548952,+34 674 887 661,moreno18@sanchez-tirado.net,2025-09-29,9,1
11047,Avenida Gaona 6199,-34.675451,-58.551674,+34696795761,bernardo17@caparros-raya.es,2025-06-25,6,1
11049,Avenida Directorio 3777,-34.751366,-58.452207,+34707088435,pangel@hotmail.com,2025-05-09,5,1
11049,Avenida Santa Fe 4128,-34.871624,-58.405735,+34624 413 759,rbarral@iglesias-benavides.org,2025-10-27,10,1
11049,Calle Rivera Indarte 7036,-34.822277,-58.352618,+34728128251,villalbagustavo@gmail.com,2025-07-29,7,1
11060,Avenida San Martín 4951,-34.860972,-58.577072,+34 726 30 50 26,uribecamila@hotmail.com,2025-05-20,5,1
11060,Calle Emilio Castro 3349,-34.754662,-58.480155,+34 720736695,aleon@hotmail.com,2025-07-12,7,1
11068,Avenida Corrientes 9580,-34.807189,-58.402735,+34 712496237,jose-luisfeliu@gmail.com,2025-10-13,10,1
11069,Calle 25 de Mayo 7887,-34.827804,-58.373827,+34 712 385 816,heracliocalvet@jimenez-granados.com,2025-08-18,8,1
11073,Avenida Gaona 2754,-34.79878,-58.538462,+34710 644 419,armida65@cordero.com,2025-08-05,8,1
11077,Avenida Gaona 3838,-34.846051,-58.413267,+34654 906 636,trinidad47@baena.org,2025-05-21,5,1
11085,Avenida Corrientes 4345,-34.789394,-58.363654,+34701324142,dominguezalvaro@yahoo.com,2025-08-16,8,1
11086,Avenida Corrientes 4351,-34.644562,-58.526668,+34730 87 18 71,rleiva@boix.org,2025-07-25,7,1
11086,Avenida Juan B. Justo 1642,-34.767467,-58.317891,+34 727 03 20 58,samanta66@montes.com,2025-10-14,10,1
11090,Avenida Cabildo 5653,-34.899532,-58.474213,+34 742 080 199,severinosoler@mateu.com,2025-09-01,9,1
11104,Avenida del Libertador 6425,-34.718811,-58.431268,+34 631 845 385,varasimon@hoyos.org,2025-09-29,9,1
11104,Calle Emilio Castro 4637,-34.69005,-58.587199,+34 800044279,josep91@herrero.com,2025-09-22,9,1
11106,Avenida Cabildo 241,-34.684472,-58.592982,+34 900 45 36 19,pedrosateo@cid.es,2025-07-23,7,1
11107,Avenida Directorio 3875,-34.892239,-58.455063,+34727 926 122,galloluis-angel@pol.org,2025-05-28,5,1
11107,Avenida Rivadavia 4100,-34.797879,-58.472394,+34 708 163 272,segoviasalud@gmail.com,2025-07-09,7,1
11108,Avenida San Martín 2964,-34.713192,-58.522339,+34 645 11 22 37,isa02@yahoo.com,2025-10-11,10,1
11108,Calle Rivera Indarte 7405,-34.646129,-58.332417,+34 704 30 95 41,marcobenito@yahoo.com,2025-10-17,10,1
11110,Calle Lavalle 4008,-34.805778,-58.480741,+34 729913391,tamaritruben@hotmail.com,2025-09-24,9,1
11118,Calle 25 de Mayo 9126,-34.889799,-58.599583,+34 717576493,manzanoeugenia@saura.es,2025-07-25,7,1
11125,Avenida Cabildo 2499,-34.657831,-58.512585,+34 713 078 695,romacasemiro@losa.es,2025-07-23,7,1
11125,Avenida Cabildo 8487,-34.839493,-58.372278,+34 717410463,adolfo83@suarez-frutos.es,2025-07-21,7,1
11128,Calle Rivera Indarte 9442,-34.614724,-58.572194,+34648552525,ainoasantana@arnal-hoz.org,2025-08-04,8,1
11130,Calle Segurola 8922,-34.868552,-58.347191,+34746 10 55 19,piapallares@feijoo-pastor.com,2025-09-17,9,1
11131,Calle Belgrano 1529,-34.757996,-58.570682,+34706703502,amadoverdu@novoa.es,2025-09-08,9,1
11134,Avenida Corrientes 5275,-34.832044,-58.501609,+34890 49 16 87,roberta83@piquer-elorza.com,2025-06-30,6,1
11139,Calle Rivera Indarte 3688,-34.638418,-58.558322,+34880 12 40 05,marino42@yahoo.com,2025-08-11,8,1
11140,Calle Belgrano 2938,-34.682387,-58.568232,+34703603717,ofelia25@hotmail.com,2025-06-24,6,1
11140,Calle Emilio Castro 2915,-34.694525,-58.554302,+34721 798 111,palomacerro@gallardo.es,2025-07-22,7,1
11142,Avenida Corrientes 3176,-34.844948,-58.517821,+34 717 33 01 47,bautistasegismundo@benavides.net,2025-07-24,7,1
11142,Avenida San Martín 4255,-34.640456,-58.373225,+34 801309104,yanezflorencia@yahoo.com,2025-06-04,6,1
11148,Calle Segurola 6437,-34.600762,-58.548279,+34863669113,carlitogaliano@cabeza-pascual.com,2025-09-27,9,1
11153,Calle Rivera Indarte 3703,-34.705182,-58.311689,+34 748 17 99 72,isaura23@pardo.com,2025-07-16,7,1
11157,Avenida Juan B. Justo 4180,-34.671967,-58.462313,+34879 39 78 39,monterovicenta@yahoo.com,2025-07-14,7,1
11161,Avenida Juan B. Justo 7181,-34.745174,-58.423553,+34 965936616,condeseverino@herranz-briones.com,2025-09-29,9,1
11161,Calle Rivera Indarte 7222,-34.705429,-58.584683,+34740577648,neirajose-francisco@gmail.com,2025-06-02,6,1
11169,Avenida del Libertador 680,-34.724128,-58.459228,+34 725 515 462,ramismaria@hotmail.com,2025-07-19,7,1
11171,Avenida Directorio 6490,-34.865739,-58.535423,+34713 361 218,anita23@tome-hoz.com,2025-07-09,7,1
11171,Avenida del Libertador 5619,-34.648923,-58.58407,+34 700881846,marino98@yahoo.com,2025-09-27,9,1
11173,Calle Segurola 9609,-34.806569,-58.567077,+34934 83 13 36,roigamor@yahoo.com,2025-10-13,10,1
11190,Avenida Gaona 5304,-34.645573,-58.462816,+34700 205 093,albertohoracio@palmer.net,2025-09-30,9,1
11193,Avenida Rivadavia 9640,-34.806339,-58.441639,+34804 52 42 78,diegoarmida@hotmail.com,2025-06-26,6,1
11195,Avenida Rivadavia 6846,-34.604229,-58.566244,+34 711 399 685,otormo@gmail.com,2025-08-16,8,1
11195,Avenida Rivadavia 7745,-34.865291,-58.570849,+34 749 587 976,almazanguadalupe@yahoo.com,2025-10-28,10,1
11195,Calle 25 de Mayo 5194,-34.674773,-58.404293,+34819 17 57 11,ycampillo@cervera-domenech.es,2025-09-27,9,1
11197,Calle 25 de Mayo 6956,-34.704723,-58.467501,+34 811 75 13 25,climaco80@yahoo.com,2025-07-11,7,1
11199,Avenida Directorio 4231,-34.604082,-58.588751,+34 654 96 71 53,ambar27@vendrell.es,2025-07-08,7,1
11202,Avenida Gaona 2784,-34.802908,-58.559585,+34939671312,xmerino@garay-dominguez.com,2025-08-14,8,1
11202,Calle Belgrano 5979,-34.675779,-58.567107,+34 744 368 907,cayetana03@yahoo.com,2025-07-18,7,1
11205,Calle Belgrano 2457,-34.633482,-58.587307,+34733 41 34 18,sacristandiego@llorens.net,2025-09-19,9,1
11208,Calle Segurola 6592,-34.637934,-58.459111,+34689312136,bernatchus@bonilla-baena.org,2025-10-09,10,1
11209,Avenida Cabildo 1028,-34.649825,-58.581181,+34 997 91 02 51,rene32@macias-correa.net,2025-09-17,9,1
11215,Avenida Corrientes 6400,-34.860688,-58.393544,+34 702116788,palomoamerica@hotmail.com,2025-07-25,7,1
11215,Avenida del Libertador 7225,-34.668594,-58.557906,+34 725 50 79 81,ribanez@yahoo.com,2025-09-12,9,1
11221,Calle Emilio Castro 9125,-34.7063,-58.321391,+34 710660985,carrilloaurea@hotmail.com,2025-09-25,9,1
11225,Avenida Santa Fe 9631,-34.718258,-58.473291,+34 909490907,qdiaz@yahoo.com,2025-08-01,8,1
11234,Avenida Gaona 9182,-34.782197,-58.406629,+34 744 44 71 22,valentinmanuela@torrijos-duenas.com,2025-05-17,5,1
11237,Avenida Directorio 5762,-34.808027,-58.340283,+34 722 34 86 29,ufeijoo@yahoo.com,2025-09-06,9,1
11240,Calle Rivera Indarte 8549,-34.824359,-58.449649,+34710 56 83 68,anabel67@yahoo.com,2025-06-05,6,1
11249,Avenida San Martín 4659,-34.645276,-58.380112,+34605 76 53 70,norbertorico@vallejo-alegria.com,2025-05-01,5,1
11251,Avenida Juan B. Justo 7672,-34.612942,-58.473069,+34 705758052,maria-jose47@hotmail.com,2025-10-07,10,1
11251,Avenida San Martín 8243,-34.745099,-58.380309,+34732 89 74 55,maxibarbero@yahoo.com,2025-10-14,10,1
11252,Avenida Juan B. Justo 4961,-34.813713,-58.318805,+34 749000651,jesusa72@hernandez.com,2025-08-08,8,1
11254,Avenida Santa Fe 744,-34.810751,-58.3358,+34 828 30 33 95,epons@yahoo.com,2025-07-14,7,1
11254,Calle Belgrano 1276,-34.898054,-58.361883,+34 710735967,botellamoreno@yahoo.com,2025-05-05,5,1
11269,Avenida del Libertador 4657,-34.7789,-58.335951,+34 727 52 67 93,yvalbuena@hotmail.com,2025-06-16,6,1
11270,Avenida Santa Fe 7900,-34.670646,-58.382707,+34711 91 47 38,tonozorrilla@hotmail.com,2025-10-11,10,1
11271,Avenida Juan B. Justo 348,-34.629501,-58.361743,+34719 745 795,solanadomingo@sebastian.es,2025-06-26,6,1
11283,Avenida Cabildo 6884,-34.664683,-58.453627,+34746 07 86 62,fmur@fajardo.com,2025-06-21,6,1
11283,Avenida Rivadavia 4306,-34.784258,-58.390774,+34 726 14 65 59,xbadia@gmail.com,2025-09-05,9,1
11284,Calle 25 de Mayo 1049,-34.896918,-58.417726,+34 711 01 15 44,oliviaduque@cardenas.com,2025-09-15,9,1
11287,Avenida Cabildo 2512,-34.866736,-58.581337,+34 739 51 18 55,palacioedelmira@gmail.com,2025-07-31,7,1
11287,Calle Emilio Castro 7016,-34.718997,-58.40936,+34668304355,gracianocadenas@giron.es,2025-05-23,5,1
11290,Avenida Santa Fe 1002,-34.852911,-58.315888,+34 685573548,ildefonsorequena@coronado.org,2025-06-17,6,1
